Unnamed: 0,Date,Close Price,Open Price,High Price,Low Price,Total Traded Quantity,TTQ,Month,Year,PxV,Day_Perc_Change,Trend,Rolling_14,ubollinger,dbollinger
157,2019-03-13,1690.81,1683.0,1700.0,1679.35,3.55M,3550000,3,2019,6002375500.0,0.002722064736511154,No Change,1761.9121428571439,2236.6615551014916,1287.1627306127964
158,2019-03-12,1673.1,1669.0,1684.27,1660.98,3.61M,3610000,3,2019,6039891000.0,-0.010474269728709906,No Change,1751.8342857142868,2226.5836979586343,1277.0848734699393
159,2019-03-11,1670.62,1626.12,1672.29,1626.01,3.88M,3880000,3,2019,6482005600.0,-0.0014822784053553086,No Change,1743.967857142858,2218.7172693872058,1269.2184448985106
160,2019-03-08,1620.8,1604.01,1622.72,1586.57,4.67M,4670000,3,2019,7569136000.0,-0.02982126396188234,No Change,1733.0664285714297,2207.8158408157774,1258.3170163270822
161,2019-03-07,1625.95,1667.37,1669.75,1620.51,4.96M,4960000,3,2019,8064712000.0,0.0031774432379072515,No Change,1723.0842857142868,2197.8336979586343,1248.3348734699393
162,2019-03-06,1668.95,1695.97,1697.75,1668.28,4.00M,4000000,3,2019,6675800000.0,0.02644607767766538,No Change,1714.8835714285726,2189.63298367292,1240.1341591842252
163,2019-03-05,1692.43,1702.95,1707.8,1689.01,3.68M,3680000,3,2019,6228142400.0,0.0140687258455916,No Change,1709.0385714285728,2183.7879836729203,1234.2891591842254
164,2019-03-04,1696.17,1685.0,1709.43,1674.36,6.17M,6170000,3,2019,10465368900.0,0.0022098402888155455,No Change,1704.138571428573,2178.8879836729207,1229.3891591842255
165,2019-03-01,1671.73,1655.13,1674.26,1651.0,4.97M,4970000,3,2019,8308498100.0,-0.014408933066850647,No Change,1693.6007142857159,2168.3501265300633,1218.8513020413684
166,2019-02-28,1639.83,1635.25,1651.77,1633.83,3.03M,3030000,2,2019,4968684900.0,-0.01908202879651621,No Change,1682.3550000000014,2157.104412244349,1207.605587755654
167,2019-02-27,1641.09,1628.18,1641.81,1615.1,3.15M,3150000,2,2019,5169433500.0,0.0007683723312781332,No Change,1673.7292857142872,2148.4786979586347,1198.9798734699398
168,2019-02-26,1636.4,1625.98,1639.99,1616.13,2.67M,2670000,2,2019,4369188000.0,-0.0028578566684336337,No Change,1666.1757142857157,2140.925126530063,1191.4263020413682
169,2019-02-25,1633.0,1641.45,1654.6,1630.39,3.18M,3180000,2,2019,5192940000.0,-0.0020777316059643613,No Change,1660.5071428571443,2135.256555101492,1185.7577306127969
170,2019-02-22,1631.56,1623.5,1634.94,1621.17,3.10M,3100000,2,2019,5057836000.0,-0.0008818126148193439,No Change,1656.6028571428585,2131.352269387206,1181.853444898511
171,2019-02-21,1619.44,1619.85,1623.56,1600.91,3.48M,3480000,2,2019,5635651200.0,-0.007428473362916409,No Change,1651.5050000000012,2126.2544122443487,1176.7555877556538
172,2019-02-20,1622.1,1630.0,1634.93,1610.12,3.34M,3340000,2,2019,5417814000.0,0.0016425431013189493,No Change,1647.8621428571441,2122.611555101492,1173.1127306127967
173,2019-02-19,1627.58,1601.0,1634.0,1600.56,3.68M,3680000,2,2019,5989494400.0,0.0033783367239996753,No Change,1644.7878571428585,2119.537269387206,1170.038444898511
174,2019-02-15,1607.95,1627.86,1628.91,1604.5,4.34M,4340000,2,2019,6978503000.0,-0.01206085107951671,No Change,1643.8700000000013,2118.619412244349,1169.1205877556538
175,2019-02-14,1622.65,1624.5,1637.9,1606.06,4.12M,4120000,2,2019,6685318000.0,0.009142075313287146,No Change,1643.634285714287,2118.3836979586345,1168.8848734699395
176,2019-02-13,1640.0,1647.0,1656.38,1637.11,3.56M,3560000,2,2019,5838400000.0,0.010692385911934109,No Change,1641.56642857143,2116.3158408157774,1166.8170163270825
177,2019-02-12,1638.01,1604.0,1639.39,1598.88,4.86M,4860000,2,2019,7960728600.0,-0.0012134146341463705,No Change,1637.6792857142868,2112.4286979586345,1162.9298734699394
178,2019-02-11,1591.0,1600.98,1609.29,1586.0,3.32M,3320000,2,2019,5282120000.0,-0.028699458489264362,No Change,1630.1671428571442,2104.9165551014917,1155.4177306127967
179,2019-02-08,1588.22,1586.0,1588.59,1566.76,5.66M,5660000,2,2019,8989325200.0,-0.0017473287240729052,No Change,1624.2021428571443,2098.951555101492,1149.4527306127968
180,2019-02-07,1614.37,1625.0,1625.54,1592.91,4.63M,4630000,2,2019,7474533099.999998,0.016464973366410174,No Change,1622.3835714285726,2097.13298367292,1147.6341591842252
181,2019-02-06,1640.26,1670.75,1672.26,1633.34,3.94M,3940000,2,2019,6462624400.0,0.016037215755991596,No Change,1622.3242857142868,2097.0736979586345,1147.5748734699393
182,2019-02-05,1658.81,1643.34,1665.26,1642.5,4.45M,4450000,2,2019,7381704500.0,0.011309182690548923,No Change,1623.925000000001,2098.674412244349,1149.1755877556536
183,2019-02-04,1633.31,1623.0,1649.63,1613.5,4.93M,4930000,2,2019,8052218300.0,-0.01537246580379914,No Change,1623.947142857144,2098.6965551014914,1149.1977306127965
184,2019-02-01,1626.23,1638.88,1673.06,1622.01,11.51M,11510000,2,2019,18717907300.0,-0.004334755802633872,No Change,1623.5664285714297,2098.3158408157774,1148.8170163270822
185,2019-01-31,1718.73,1692.85,1736.41,1679.08,10.91M,10910000,1,2019,18751344300.0,0.056880023120960736,No Change,1630.6585714285725,2105.40798367292,1155.909159184225
186,2019-01-30,1670.43,1623.0,1676.95,1619.68,5.78M,5780000,1,2019,9655085400.0,-0.02810214518859855,No Change,1634.1107142857156,2108.860126530063,1159.3613020413682
187,2019-01-29,1593.88,1631.27,1632.38,1590.72,4.63M,4630000,1,2019,7379664400.000002,-0.04582652370946405,No Change,1631.7035714285728,2106.4529836729203,1156.9541591842253
188,2019-01-28,1637.89,1643.59,1645.0,1614.09,4.84M,4840000,1,2019,7927387600.000002,0.02761186538509808,No Change,1633.8421428571442,2108.591555101492,1159.0927306127967
189,2019-01-25,1670.57,1670.5,1683.48,1661.61,4.96M,4960000,1,2019,8286027200.0,0.01995249986262793,No Change,1637.2650000000012,2112.014412244349,1162.5155877556538
190,2019-01-24,1654.93,1641.07,1657.26,1631.78,4.09M,4090000,1,2019,6768663700.0,-0.009362074022638887,No Change,1638.3314285714298,2113.0808408157773,1163.5820163270823
191,2019-01-23,1640.02,1656.0,1657.43,1612.0,5.23M,5230000,1,2019,8577304600.0,-0.009009444508226938,No Change,1638.4750000000015,2113.224412244349,1163.725587755654
192,2019-01-22,1632.17,1681.0,1681.87,1610.2,6.42M,6420000,1,2019,10478531400.0,-0.004786526993573181,No Change,1641.415714285716,2116.1651265300634,1166.6663020413685
193,2019-01-18,1696.2,1712.0,1716.2,1691.54,6.02M,6020000,1,2019,10211124000.0,0.03922998217097473,No Change,1649.128571428573,2123.8779836729204,1174.3791591842255
194,2019-01-17,1693.22,1680.0,1700.17,1677.5,4.21M,4210000,1,2019,7128456200.0,-0.001756868293833258,No Change,1654.760714285716,2129.5101265300636,1180.0113020413685
195,2019-01-16,1683.78,1684.22,1705.0,1675.88,6.37M,6370000,1,2019,10725678600.0,-0.005575176291326645,No Change,1657.8692857142873,2132.618697958635,1183.1198734699399
196,2019-01-15,1674.56,1632.0,1675.16,1626.01,6.00M,6000000,1,2019,10047360000.0,-0.005475774744919225,No Change,1658.9942857142873,2133.743697958635,1184.2448734699399
197,2019-01-14,1617.21,1615.0,1648.2,1595.15,6.01M,6010000,1,2019,9719432100.0,-0.03424780240779657,No Change,1657.8442857142873,2132.593697958635,1183.0948734699398
198,2019-01-11,1640.56,1640.55,1660.29,1636.22,4.69M,4690000,1,2019,7694226400.0,0.014438446460261822,No Change,1658.8678571428588,2133.6172693872063,1184.1184448985114
199,2019-01-10,1656.22,1641.01,1663.25,1621.62,6.51M,6510000,1,2019,10781992200.0,0.009545521041595563,No Change,1654.402857142859,2129.1522693872066,1179.6534448985115
200,2019-01-09,1659.42,1652.98,1667.8,1641.4,6.35M,6350000,1,2019,10537317000.0,0.0019321104684160149,No Change,1653.6164285714306,2128.365840815778,1178.867016327083
201,2019-01-08,1656.58,1664.69,1676.61,1616.61,8.88M,8880000,1,2019,14710430400.0,-0.0017114413469767607,No Change,1658.0950000000018,2132.8444122443493,1183.3455877556544
202,2019-01-07,1629.51,1602.31,1634.56,1589.18,7.99M,7990000,1,2019,13019784900.0,-0.016340895097127772,No Change,1657.4964285714304,2132.245840815778,1182.747016327083
203,2019-01-04,1575.39,1530.0,1594.0,1518.31,9.18M,9180000,1,2019,14462080200.0,-0.033212438094887387,No Change,1650.697857142859,2125.4472693872067,1175.9484448985115
204,2019-01-03,1500.28,1520.01,1538.0,1497.11,6.98M,6980000,1,2019,10471954400.0,-0.047677083134969885,No Change,1639.6514285714304,2114.400840815778,1164.902016327083
205,2019-01-02,1539.13,1465.2,1553.36,1460.93,7.98M,7980000,1,2019,12282257400.0,0.025895166235636147,No Change,1632.4450000000018,2107.194412244349,1157.6955877556543
206,2018-12-31,1501.97,1510.8,1520.76,1487.0,6.95M,6950000,12,2018,10438691500.0,-0.02414350964505929,No Change,1623.145000000002,2097.8944122443495,1148.3955877556546
207,2018-12-28,1478.02,1473.35,1513.47,1449.0,8.83M,8830000,12,2018,13050916600.0,-0.015945724615005652,No Change,1607.5607142857164,2082.310126530064,1132.811302041369
208,2018-12-27,1461.64,1454.2,1469.0,1390.31,9.72M,9720000,12,2018,14207140800.000004,-0.011082394013612771,No Change,1591.0192857142877,2065.768697958635,1116.2698734699402
209,2018-12-26,1470.9,1368.89,1473.16,1363.01,10.41M,10410000,12,2018,15312069000.0,0.00633534933362534,No Change,1575.8135714285734,2050.562983672921,1101.064159184226
210,2018-12-24,1343.96,1346.0,1396.03,1307.0,7.22M,7220000,12,2018,9703391200.0,-0.08630090420830783,No Change,1552.1992857142875,2026.948697958635,1077.44987346994
211,2018-12-21,1377.45,1464.99,1480.0,1363.96,13.64M,13640000,12,2018,18788418000.0,0.024918896395726087,No Change,1535.0735714285734,2009.8229836729208,1060.324159184226
212,2018-12-20,1460.83,1484.0,1509.5,1432.69,9.99M,9990000,12,2018,14593691700.0,0.06053214272750361,No Change,1522.2357142857163,1996.9851265300638,1047.4863020413688
213,2018-12-19,1495.08,1543.05,1584.53,1483.18,8.79M,8790000,12,2018,13141753200.0,0.02344557546052584,No Change,1510.725714285716,1985.4751265300636,1035.9763020413686
214,2018-12-18,1551.48,1540.0,1567.55,1523.01,6.52M,6520000,12,2018,10115649600.0,0.03772373384701822,No Change,1503.0157142857158,1977.7651265300633,1028.2663020413684
215,2018-12-17,1520.91,1566.0,1576.13,1505.01,8.83M,8830000,12,2018,13429635300.0,-0.019703766725964852,No Change,1493.3250000000019,1968.0744122443493,1018.5755877556544
216,2018-12-14,1591.91,1638.0,1642.57,1585.0,6.37M,6370000,12,2018,10140466700.0,0.04668257819331845,No Change,1490.6392857142876,1965.388697958635,1015.8898734699401
217,2018-12-13,1658.38,1680.0,1692.12,1641.5,5.27M,5270000,12,2018,8739662600.0,0.041754873076995665,No Change,1496.5671428571447,1971.3165551014922,1021.8177306127973
218,2018-12-12,1663.54,1669.0,1704.99,1660.27,6.60M,6600000,12,2018,10979364000.0,0.0031114702299834818,No Change,1508.2285714285736,1982.977983672921,1033.479159184226
219,2018-12-11,1643.24,1678.0,1679.47,1619.6,6.24M,6240000,12,2018,10253817600.0,-0.012202892626567374,No Change,1515.6650000000022,1990.4144122443497,1040.9155877556548
220,2018-12-10,1641.03,1623.84,1657.99,1590.87,7.49M,7490000,12,2018,12291314700.0,-0.001344903970205258,No Change,1525.597857142859,2000.3472693872066,1050.8484448985116
221,2018-12-07,1629.13,1705.07,1718.93,1625.46,7.58M,7580000,12,2018,12348805400.0,-0.007251543238088187,No Change,1536.3914285714307,2011.1408408157781,1061.6420163270832
222,2018-12-06,1699.19,1614.87,1701.05,1609.85,8.79M,8790000,12,2018,14935880100.0,0.04300454843996482,No Change,1553.3592857142878,2028.1086979586353,1078.6098734699403
223,2018-12-04,1668.4,1756.0,1770.34,1665.0,8.69M,8690000,12,2018,14498396000.0,-0.01812039854283509,No Change,1567.4664285714305,2042.215840815778,1092.717016327083
224,2018-12-03,1772.36,1769.46,1778.34,1730.0,6.86M,6860000,12,2018,12158389600.0,0.06231119635578985,No Change,1598.0664285714306,2072.8158408157783,1123.3170163270831
225,2018-11-30,1690.17,1679.5,1696.0,1666.5,5.76M,5760000,11,2018,9735379200.0,-0.04637319731882905,No Change,1620.4035714285733,2095.152983672921,1145.6541591842258
226,2018-11-29,1673.57,1674.99,1689.99,1652.33,6.61M,6610000,11,2018,11062297700.0,-0.00982149724583925,No Change,1635.5992857142878,2110.3486979586355,1160.8498734699403
227,2018-11-28,1677.75,1613.92,1681.45,1601.21,8.46M,8460000,11,2018,14193765000.0,0.002497654714173958,No Change,1648.6471428571447,2123.396555101492,1173.8977306127972
228,2018-11-27,1581.42,1575.99,1597.65,1558.01,5.78M,5780000,11,2018,9140607600.0,-0.057416182387125536,No Change,1650.785714285716,2125.5351265300637,1176.0363020413686
229,2018-11-26,1581.33,1539.0,1584.81,1524.22,6.26M,6260000,11,2018,9899125800.0,-5.691087756587443e-05,No Change,1655.1014285714302,2129.8508408157777,1180.3520163270828
230,2018-11-23,1502.06,1517.0,1536.2,1501.81,2.71M,2710000,11,2018,4070582600.0,-0.05012868914141888,No Change,1648.6835714285733,2123.4329836729207,1173.9341591842258
231,2018-11-21,1516.73,1542.99,1550.0,1515.0,5.72M,5720000,11,2018,8675695600.0,0.009766587220217726,No Change,1638.565714285716,2113.3151265300635,1163.8163020413685
232,2018-11-20,1495.46,1437.5,1534.75,1420.0,10.88M,10880000,11,2018,16270604800.0,-0.014023590223704918,No Change,1626.5600000000015,2101.309412244349,1151.810587755654
233,2018-11-19,1512.29,1577.01,1581.19,1503.36,7.79M,7790000,11,2018,11780739100.0,0.01125406229521353,No Change,1617.20642857143,2091.9558408157777,1142.4570163270826
234,2018-11-16,1593.41,1587.5,1614.48,1573.12,6.07M,6070000,11,2018,9671998700.0,0.0536405054586091,No Change,1613.8050000000017,2088.5544122443494,1139.0555877556542
235,2018-11-15,1619.44,1581.01,1624.82,1546.51,8.43M,8430000,11,2018,13651879200.0,0.01633603404020301,No Change,1613.1128571428585,2087.862269387206,1138.363444898511
236,2018-11-14,1599.01,1656.32,1673.0,1597.07,6.49M,6490000,11,2018,10377574900.0,-0.01261547201501756,No Change,1605.9571428571442,2080.7065551014916,1131.2077306127967
237,2018-11-13,1631.17,1649.29,1677.06,1613.75,5.93M,5930000,11,2018,9672838100.0,0.020112444575080882,No Change,1603.2978571428587,2078.047269387206,1128.5484448985112
238,2018-11-12,1636.85,1698.24,1708.55,1630.01,6.81M,6810000,11,2018,11146948500.0,0.003482163109914893,No Change,1593.6185714285727,2068.36798367292,1118.8691591842253
239,2018-11-09,1712.43,1732.5,1743.92,1701.87,5.90M,5900000,11,2018,10103337000.0,0.046174053822891636,No Change,1595.208571428573,2069.9579836729204,1120.4591591842254
240,2018-11-08,1754.91,1755.0,1784.0,1725.11,6.53M,6530000,11,2018,11459562300.0,0.024806853418825936,No Change,1601.0185714285728,2075.7679836729203,1126.2691591842254
241,2018-11-07,1755.49,1673.0,1759.23,1664.08,8.19M,8189999,11,2018,14377461344.51,0.0003305012792678141,No Change,1606.57142857143,2081.3208408157775,1131.8220163270826
242,2018-11-06,1642.81,1618.35,1665.0,1614.55,4.26M,4260000,11,2018,6998370600.0,-0.06418720699064084,No Change,1610.95642857143,2085.7058408157777,1136.2070163270826
243,2018-11-05,1627.8,1657.57,1658.09,1596.36,5.62M,5620000,11,2018,9148236000.0,-0.009136783925103977,No Change,1614.2757142857158,2089.0251265300635,1139.5263020413684
244,2018-11-02,1665.53,1678.59,1697.44,1651.83,6.96M,6960000,11,2018,11592088800.0,0.02317852316009339,No Change,1625.9521428571443,2100.701555101492,1151.2027306127968
245,2018-11-01,1665.53,1623.53,1670.45,1598.44,8.14M,8140000,11,2018,13557414200.0,0.0,No Change,1636.5807142857157,2111.3301265300634,1161.8313020413682
246,2018-10-31,1598.01,1569.99,1623.91,1565.09,9.39M,9390000,10,2018,15005313900.0,-0.04053964803996324,No Change,1643.9057142857157,2118.655126530063,1169.1563020413682
247,2018-10-30,1530.42,1486.16,1540.99,1476.36,12.46M,12460000,10,2018,19069033200.0,-0.042296356092890515,No Change,1645.2007142857158,2119.9501265300632,1170.4513020413683
248,2018-10-29,1538.88,1660.0,1665.74,1495.0,13.87M,13870000,10,2018,21344265600.0,0.005527894303524628,No Change,1641.3057142857158,2116.0551265300633,1166.5563020413683
249,2018-10-26,1642.81,1649.59,1698.46,1603.0,14.96M,14960000,10,2018,24576437600.0,0.06753613017259298,No Change,1642.9750000000017,2117.7244122443494,1168.2255877556543
250,2018-10-25,1782.17,1703.34,1794.81,1692.01,10.29M,10290000,10,2018,18338529300.0,0.08483026034660135,No Change,1656.057857142859,2130.8072693872064,1181.3084448985114
251,2018-10-24,1664.2,1773.7,1777.71,1656.56,6.93M,6930000,10,2018,11532906000.0,-0.06619458300835501,No Change,1658.4171428571447,2133.166555101492,1183.6677306127972
252,2018-10-23,1768.7,1742.24,1776.34,1714.0,6.72M,6720000,10,2018,11885664000.0,0.06279293354164173,No Change,1667.835000000002,2142.5844122443496,1193.0855877556546
253,2018-10-22,1789.3,1784.0,1809.5,1756.0,4.50M,4500000,10,2018,8051850000.0,0.011646972352575393,No Change,1673.3257142857162,2148.0751265300637,1198.5763020413688
254,2018-10-19,1764.03,1785.16,1809.1,1753.0,5.91M,5910000,10,2018,10425417300.0,-0.014122841334600069,No Change,1673.9771428571446,2148.726555101492,1199.2277306127971
255,2018-10-18,1770.72,1821.49,1830.15,1767.87,5.87M,5870000,10,2018,10394126400.0,0.003792452509311151,No Change,1675.0650000000019,2149.8144122443496,1200.3155877556544
256,2018-10-17,1831.73,1842.79,1845.0,1807.0,5.30M,5300000,10,2018,9708169000.0,0.03445491099665676,No Change,1688.5592857142874,2163.308697958635,1213.80987346994
257,2018-10-16,1819.96,1783.5,1823.88,1761.55,5.86M,5860000,10,2018,10664965600.0,-0.006425619496323143,No Change,1702.2850000000017,2177.0344122443494,1227.5355877556542
258,2018-10-15,1760.95,1795.0,1795.05,1734.23,6.44M,6440000,10,2018,11340518000.0,-0.03242378953383596,No Change,1709.100714285716,2183.850126530064,1234.3513020413686
259,2018-10-12,1788.61,1808.0,1808.95,1742.53,9.44M,9440000,10,2018,16884478400.0,0.01570743064822966,No Change,1717.8921428571448,2192.6415551014925,1243.1427306127973
260,2018-10-11,1719.36,1724.0,1755.4,1685.1,13.94M,13940000,10,2018,23967878400.0,-0.038717216162271306,No Change,1726.560000000002,2201.3094122443495,1251.8105877556545
261,2018-10-10,1755.25,1857.89,1858.56,1754.41,10.99M,10990000,10,2018,19290197500.0,0.020874046156709625,No Change,1742.6192857142876,2217.368697958635,1267.86987346994
262,2018-10-09,1870.32,1859.99,1896.68,1852.32,4.77M,4770000,10,2018,8921426400.0,0.06555761287565877,No Change,1766.2935714285734,2241.042983672921,1291.544159184226
263,2018-10-08,1864.42,1874.0,1902.0,1830.66,7.39M,7390000,10,2018,13778063800.0,-0.0031545403995038024,No Change,1782.122857142859,2256.8722693872064,1307.3734448985115
264,2018-10-05,1889.65,1917.99,1929.08,1862.83,6.82M,6820000,10,2018,12887413000.0,0.01353235858872992,No Change,1789.8000000000018,2264.5494122443492,1315.0505877556543
265,2018-10-04,1909.42,1949.0,1956.0,1896.57,7.26M,7260000,10,2018,13862389200.0,0.010462254914931357,No Change,1807.315714285716,2282.0651265300635,1332.5663020413685
266,2018-10-03,1952.76,1981.7,1989.7,1949.81,5.25M,5250000,10,2018,10251990000.0,0.022697992060416228,No Change,1820.4628571428586,2295.212269387206,1345.7134448985112
267,2018-10-02,1971.31,1999.99,2013.39,1965.77,5.40M,5400000,10,2018,10645074000.0,0.009499375243245513,No Change,1833.463571428573,2308.2129836729205,1358.7141591842255
268,2018-10-01,2004.36,2021.99,2033.19,2003.6,3.47M,3470000,10,2018,6955129200.0,0.016765501113472636,No Change,1850.6300000000017,2325.379412244349,1375.8805877556542
269,2018-09-28,2003.0,2004.41,2026.52,1996.46,4.09M,4090000,9,2018,8192270000.0,-0.0006785208246022911,No Change,1867.2214285714304,2341.970840815778,1392.4720163270829
270,2018-09-27,2012.98,1993.24,2016.16,1988.58,4.33M,4330000,9,2018,8716203400.0,0.004982526210683957,No Change,1880.1678571428588,2354.9172693872065,1405.4184448985113
271,2018-09-26,1974.85,1968.5,1995.25,1961.52,4.31M,4310000,9,2018,8511603500.0,-0.01894206599171389,No Change,1891.2314285714303,2365.980840815778,1416.4820163270829
272,2018-09-25,1974.55,1942.9,1975.91,1938.85,4.54M,4540000,9,2018,8964457000.0,-0.00015191027166616686,No Change,1906.488571428573,2381.2379836729206,1431.7391591842256
273,2018-09-24,1934.36,1903.79,1936.88,1865.0,4.21M,4210000,9,2018,8143655600.0,-0.02035400470993398,No Change,1916.8992857142873,2391.648697958635,1442.1498734699398
274,2018-09-21,1915.01,1954.22,1957.31,1910.5,6.86M,6860000,9,2018,13136968600.0,-0.010003308587853256,No Change,1930.8742857142872,2405.6236979586347,1456.1248734699398
275,2018-09-20,1944.3,1938.58,1955.0,1932.25,3.15M,3150000,9,2018,6124545000.0,0.015294959295251596,No Change,1944.3778571428586,2419.127269387206,1469.6284448985111
276,2018-09-19,1926.42,1940.5,1940.83,1904.9,4.06M,4059999,9,2018,7821263273.58,-0.009196111711155641,No Change,1948.3850000000016,2423.1344122443493,1473.6355877556541
277,2018-09-18,1941.05,1918.65,1958.2,1915.44,4.27M,4270000,9,2018,8288283500.0,0.007594397898692763,No Change,1953.8585714285728,2428.6079836729205,1479.1091591842253
278,2018-09-17,1908.03,1954.73,1956.82,1887.41,7.05M,7050000,9,2018,13451611500.0,-0.017011411349527328,No Change,1955.1714285714297,2429.9208408157774,1480.4220163270822
279,2018-09-14,1970.19,1992.93,1993.65,1959.22,3.64M,3640000,9,2018,7171491600.0,0.03257810411785988,No Change,1959.5121428571438,2434.2615551014915,1484.7627306127963
280,2018-09-13,1989.87,2000.0,2008.76,1982.03,3.62M,3620000,9,2018,7203329400.0,0.00998888432080136,No Change,1962.162857142858,2436.9122693872055,1487.4134448985105
281,2018-09-12,1990.0,1994.0,2000.0,1962.44,4.41M,4410000,9,2018,8775900000.0,6.533090101368266e-05,No Change,1963.497857142858,2438.2472693872055,1488.7484448985106
282,2018-09-11,1987.15,1928.27,1988.88,1917.0,5.03M,5030000,9,2018,9995364500.0,-0.0014321608040200884,No Change,1962.2685714285724,2437.01798367292,1487.519159184225
283,2018-09-10,1939.01,1971.0,1973.04,1931.52,4.54M,4540000,9,2018,8803105400.0,-0.024225649799964773,No Change,1957.6978571428579,2432.4472693872053,1482.9484448985104
284,2018-09-07,1952.07,1938.71,1975.2,1937.35,4.89M,4890000,9,2018,9545622300.0,0.0067353958979066144,No Change,1953.3471428571436,2428.096555101491,1478.597730612796
285,2018-09-06,1958.31,2006.51,2007.5,1935.21,7.49M,7490000,9,2018,14667741900.0,0.0031966066790638514,No Change,1952.1657142857152,2426.915126530063,1477.4163020413678
286,2018-09-05,1994.82,2038.11,2040.38,1989.89,8.22M,8220000,9,2018,16397420400.0,0.01864362639214434,No Change,1953.6135714285724,2428.36298367292,1478.864159184225
287,2018-09-04,2039.51,2026.5,2050.5,2013.0,5.72M,5720000,9,2018,11665997200.0,0.0224030238317241,No Change,1961.1242857142865,2435.8736979586342,1486.374873469939
288,2018-08-31,2012.71,2007.0,2022.38,2004.74,4.20M,4200000,8,2018,8453382000.0,-0.013140411177194557,No Change,1968.102857142858,2442.8522693872055,1493.3534448985106
289,2018-08-30,2002.38,1997.42,2025.57,1986.9,7.28M,7280000,8,2018,14577326400.0,-0.005132383701576426,No Change,1972.2514285714296,2447.0008408157773,1497.5020163270822
290,2018-08-29,1998.1,1953.45,1998.69,1948.94,6.53M,6530000,8,2018,13047593000.0,-0.0021374564268521468,No Change,1977.3714285714293,2452.120840815777,1502.6220163270818
291,2018-08-28,1932.82,1937.73,1941.78,1928.82,3.10M,3100000,8,2018,5991742000.0,-0.03267103748561129,No Change,1976.7835714285723,2451.5329836729197,1502.0341591842248
292,2018-08-27,1927.68,1915.0,1927.7,1909.28,3.57M,3570000,8,2018,6881817600.0,-0.002659326786767502,No Change,1978.1871428571437,2452.936555101491,1503.4377306127963
293,2018-08-24,1905.39,1910.51,1916.01,1902.54,2.80M,2800000,8,2018,5335092000.0,-0.011563122509960166,No Change,1973.5585714285723,2448.30798367292,1498.8091591842249
294,2018-08-23,1902.9,1907.17,1919.5,1900.76,3.56M,3560000,8,2018,6774324000.0,-0.0013068190764095045,No Change,1967.3464285714297,2442.095840815777,1492.5970163270822
295,2018-08-22,1904.9,1876.64,1905.8,1876.64,3.08M,3080000,8,2018,5867092000.0,0.001051027379263214,No Change,1961.2678571428585,2436.017269387206,1486.518444898511
296,2018-08-21,1883.42,1880.0,1897.75,1874.4,3.11M,3110000,8,2018,5857436200.0,-0.011276182476770423,No Change,1953.8585714285728,2428.6079836729205,1479.1091591842253
297,2018-08-20,1876.71,1890.57,1891.75,1866.06,2.86M,2860000,8,2018,5367390600.0,-0.0035626679126270493,No Change,1949.4085714285727,2424.15798367292,1474.6591591842252
298,2018-08-17,1882.22,1885.8,1888.0,1855.55,4.10M,4099999,8,2018,7717100117.78,0.002935989044657861,No Change,1944.4192857142873,2419.1686979586348,1469.6698734699398
299,2018-08-16,1886.52,1903.94,1905.0,1883.55,3.96M,3960000,8,2018,7470619200.0,0.0022845363453793954,No Change,1939.29142857143,2414.0408408157778,1464.5420163270826
300,2018-08-15,1882.62,1909.55,1916.21,1869.79,7.70M,7700000,8,2018,14496174000.0,-0.002067298517905991,No Change,1931.2771428571443,2406.026555101492,1456.5277306127969
301,2018-08-14,1919.65,1919.39,1921.01,1900.0,3.99M,3990000,8,2018,7659403500.0,0.01966939690431424,No Change,1922.7157142857159,2397.4651265300636,1447.9663020413684
302,2018-08-13,1896.2,1898.5,1925.0,1893.67,5.53M,5530000,8,2018,10485986000.0,-0.01221576849946604,No Change,1914.393571428573,2389.1429836729208,1439.6441591842256
303,2018-08-10,1886.3,1888.51,1899.5,1878.21,3.64M,3640000,8,2018,6866132000.0,-0.005220968252294122,No Change,1906.1021428571444,2380.851555101492,1431.352730612797
304,2018-08-09,1898.52,1882.0,1914.57,1877.48,4.86M,4860000,8,2018,9226807200.0,0.006478290833907607,No Change,1898.9892857142875,2373.738697958635,1424.23987346994
305,2018-08-08,1886.52,1861.0,1891.51,1854.5,3.96M,3960000,8,2018,7470619200.0,-0.006320712976423781,No Change,1895.6821428571445,2370.431555101492,1420.932730612797
306,2018-08-07,1862.48,1854.53,1869.72,1846.27,3.38M,3380000,8,2018,6295182400.0,-0.012743040094989722,No Change,1891.0250000000017,2365.774412244349,1416.2755877556542
307,2018-08-06,1847.75,1825.81,1847.77,1818.92,3.39M,3390000,8,2018,6263872500.0,-0.007908809759030966,No Change,1886.9078571428588,2361.6572693872063,1412.1584448985113
308,2018-08-03,1823.29,1837.74,1841.0,1821.5,3.46M,3460000,8,2018,6308583400.0,-0.013237721553240434,No Change,1881.2214285714304,2355.970840815778,1406.4720163270829
309,2018-08-02,1834.33,1788.77,1836.56,1786.0,4.35M,4350000,8,2018,7979335500.0,0.006054988509781811,No Change,1876.1807142857158,2350.9301265300633,1401.4313020413683
310,2018-08-01,1797.17,1784.0,1798.44,1776.02,4.15M,4150000,8,2018,7458255500.0,-0.020258077881297187,No Change,1870.0200000000016,2344.769412244349,1395.270587755654
