Unnamed: 0,Date,Close Price,Open Price,High Price,Low Price,Total Traded Quantity,TTQ,Month,Year,PxV,Day_Perc_Change,Trend,Rolling_14,ubollinger,dbollinger
466,2017-12-15,1179.14,1179.03,1182.75,1169.33,4.78M,4780000,12,2017,5636289200.000001,-0.009608762115943305,No Change,1187.4550000000002,1662.2044122443476,712.7055877556527
467,2017-12-14,1174.26,1163.71,1177.93,1162.45,3.21M,3210000,12,2017,3769374600.0,-0.004138609495055845,No Change,1183.535,1658.2844122443475,708.7855877556526
468,2017-12-13,1164.13,1170.0,1170.87,1160.27,2.62M,2620000,12,2017,3050020600.0000005,-0.008626709587314485,No Change,1180.2878571428573,1655.0372693872048,705.5384448985099
469,2017-12-12,1165.08,1166.51,1173.6,1161.61,2.24M,2240000,12,2017,2609779200.0,0.0008160600620203963,No Change,1177.4935714285714,1652.2429836729189,702.7441591842239
470,2017-12-11,1168.92,1164.6,1169.9,1157.0,2.36M,2360000,12,2017,2758651200.0,0.003295911010402941,No Change,1176.0585714285717,1650.8079836729191,701.3091591842242
471,2017-12-08,1162.0,1170.4,1172.79,1157.1,3.05M,3050000,12,2017,3544100000.0,-0.0059199945248605826,No Change,1175.525,1650.2744122443476,700.7755877556526
472,2017-12-07,1159.79,1156.59,1163.19,1151.0,2.51M,2510000,12,2017,2911072900.0,-0.0019018932874355079,No Change,1173.6457142857146,1648.395126530062,698.8963020413671
473,2017-12-06,1152.35,1137.99,1155.89,1136.08,2.85M,2850000,12,2017,3284197499.9999995,-0.006414954431405717,No Change,1171.509285714286,1646.2586979586335,696.7598734699386
474,2017-12-05,1141.57,1128.26,1159.27,1124.74,4.08M,4080000,12,2017,4657605600.0,-0.009354796719746594,No Change,1168.9957142857145,1643.745126530062,694.246302041367
475,2017-12-04,1133.95,1173.85,1175.2,1128.0,5.93M,5930000,12,2017,6724323500.0,-0.0066750177387281395,No Change,1166.5378571428573,1641.2872693872048,691.7884448985099
476,2017-12-01,1162.35,1172.05,1179.65,1152.0,4.11M,4110000,12,2017,4777258500.0,0.025045195996296062,No Change,1165.6514285714286,1640.400840815776,690.9020163270811
477,2017-11-30,1176.75,1167.1,1178.57,1160.0,4.51M,4510000,11,2017,5307142500.0,0.012388695315524556,No Change,1165.589285714286,1640.3386979586335,690.8398734699385
478,2017-11-29,1161.27,1194.8,1194.8,1145.19,9.26M,9260000,11,2017,10753360200.0,-0.013154875717017234,No Change,1163.724285714286,1638.4736979586335,688.9748734699385
479,2017-11-28,1193.6,1204.88,1205.34,1188.52,4.56M,4560000,11,2017,5442816000.0,0.027840209425887164,No Change,1163.94,1638.6894122443475,689.1905877556526
480,2017-11-27,1195.83,1202.66,1213.41,1191.15,6.74M,6740000,11,2017,8059894199.999998,0.0018682975871313625,No Change,1165.132142857143,1639.8815551014904,690.3827306127955
481,2017-11-24,1186.0,1160.7,1186.84,1160.7,3.53M,3530000,11,2017,4186580000.0,-0.008220231972771995,No Change,1165.9707142857144,1640.7201265300619,691.2213020413669
482,2017-11-22,1156.16,1141.0,1160.27,1141.0,3.56M,3560000,11,2017,4115929600.000001,-0.025160202360876797,No Change,1165.4014285714288,1640.1508408157763,690.6520163270814
483,2017-11-21,1139.49,1132.86,1140.0,1128.2,2.48M,2480000,11,2017,2825935200.0,-0.014418419595903731,No Change,1163.5735714285718,1638.3229836729192,688.8241591842243
484,2017-11-20,1126.31,1129.77,1133.42,1122.55,2.16M,2160000,11,2017,2432829600.0,-0.011566578030522523,No Change,1160.5300000000002,1635.2794122443477,685.7805877556527
485,2017-11-17,1129.88,1138.28,1138.8,1125.81,2.41M,2410000,11,2017,2723010800.0000005,0.003169642460779221,No Change,1158.2357142857145,1632.985126530062,683.486302041367
486,2017-11-16,1137.29,1130.16,1138.16,1130.05,2.21M,2210000,11,2017,2513410900.0,0.006558218571883545,No Change,1156.6285714285716,1631.377983672919,681.8791591842241
487,2017-11-15,1126.69,1127.01,1131.75,1121.63,3.93M,3930000,11,2017,4427891700.0,-0.009320402008282769,No Change,1154.7957142857144,1629.545126530062,680.046302041367
488,2017-11-14,1136.84,1130.11,1138.0,1123.89,3.14M,3140000,11,2017,3569677599.999999,0.0090086891691592,No Change,1154.4578571428572,1629.2072693872046,679.7084448985097
489,2017-11-13,1129.17,1123.0,1139.9,1122.34,2.92M,2920000,11,2017,3297176400.0,-0.006746771753280867,No Change,1154.1164285714287,1628.8658408157762,679.3670163270813
490,2017-11-10,1125.35,1126.1,1131.75,1124.06,2.18M,2180000,11,2017,2453263000.0,-0.0033830158434957625,No Change,1151.4735714285714,1626.2229836729189,676.7241591842239
491,2017-11-09,1129.13,1125.96,1129.62,1115.77,3.73M,3730000,11,2017,4211654900.000001,0.003358954991780516,No Change,1148.0721428571428,1622.8215551014903,673.3227306127953
492,2017-11-08,1132.88,1122.82,1135.54,1119.11,2.58M,2580000,11,2017,2922830400.0000005,0.003321141055502963,No Change,1146.0442857142857,1620.7936979586332,671.2948734699382
493,2017-11-07,1123.17,1124.74,1130.6,1117.5,2.69M,2690000,11,2017,3021327300.0,-0.008571075489019142,No Change,1141.0135714285714,1615.7629836729188,666.2641591842239
494,2017-11-06,1120.66,1109.15,1125.41,1108.77,3.38M,3380000,11,2017,3787830800.000001,-0.00223474629842324,No Change,1135.6442857142858,1610.3936979586333,660.8948734699384
495,2017-11-03,1111.6,1091.15,1112.68,1088.52,3.75M,3750000,11,2017,4168500000.0,-0.008084521621187668,No Change,1130.3300000000002,1605.0794122443476,655.5805877556527
496,2017-11-02,1094.22,1097.81,1101.93,1086.87,3.68M,3680000,11,2017,4026729600.0,-0.015635120546959258,No Change,1125.9057142857146,1600.655126530062,651.1563020413671
497,2017-11-01,1103.68,1105.4,1108.97,1096.74,3.76M,3760000,11,2017,4149836800.000001,0.008645427793313898,No Change,1123.3478571428575,1598.097269387205,648.59844489851
498,2017-10-31,1105.28,1109.0,1110.54,1101.12,3.48M,3480000,10,2017,3846374400.0,0.0014496955639315967,No Change,1121.8457142857146,1596.595126530062,647.0963020413672
499,2017-10-30,1110.85,1095.01,1122.79,1093.56,6.61M,6610000,10,2017,7342718499.999998,0.005039447017950227,No Change,1120.4864285714289,1595.2358408157763,645.7370163270814
500,2017-10-27,1100.95,1058.14,1105.58,1050.55,16.57M,16570000,10,2017,18242741500.0,-0.00891209434217033,No Change,1117.8907142857147,1592.6401265300622,643.1413020413672
501,2017-10-26,972.43,980.33,982.9,968.55,5.62M,5620000,10,2017,5465056600.0,-0.116735546573414,No Change,1106.8721428571432,1581.6215551014907,632.1227306127957
502,2017-10-25,972.91,978.0,984.44,966.24,3.03M,3030000,10,2017,2947917300.0,0.0004936087944633627,No Change,1095.1628571428575,1569.912269387205,620.4134448985101
