Date,Close Price,Open Price,High Price,Low Price,Total Traded Quantity
"Jun 12, 2018","1,698.75","1,693.00","1,699.51","1,691.52",2.26M
"Jun 11, 2018","1,689.12","1,681.51","1,694.24","1,680.59",2.34M
"Jun 08, 2018","1,683.99","1,681.12","1,689.44","1,673.01",2.96M
"Jun 07, 2018","1,689.30","1,698.56","1,699.90","1,676.11",3.77M
"Jun 06, 2018","1,695.75","1,704.51","1,714.50","1,686.47",5.47M
"Jun 05, 2018","1,696.35","1,672.99","1,699.00","1,670.06",4.78M
"Jun 04, 2018","1,665.27","1,648.90","1,665.68","1,645.49",3.19M
"Jun 01, 2018","1,641.54","1,637.03","1,646.73","1,635.09",3.31M
"May 31, 2018","1,629.62","1,623.00","1,635.00","1,621.35",3.17M
"May 30, 2018","1,624.89","1,618.10","1,626.00","1,612.93",2.91M
"May 29, 2018","1,612.87","1,600.71","1,621.79","1,600.15",3.85M
"May 25, 2018","1,610.15","1,603.00","1,614.12","1,600.45",2.70M
"May 24, 2018","1,603.07","1,598.03","1,608.24","1,588.38",3.43M
"May 23, 2018","1,601.86","1,571.05","1,601.86","1,566.34",3.36M
"May 22, 2018","1,581.40","1,589.89","1,589.89","1,575.25",2.12M
"May 21, 2018","1,585.46","1,585.00","1,592.05","1,575.00",2.93M
"May 18, 2018","1,574.37","1,581.33","1,583.59","1,572.10",2.64M
"May 17, 2018","1,581.76","1,580.56","1,594.04","1,573.00",2.15M
"May 16, 2018","1,587.28","1,577.50","1,594.43","1,576.67",2.57M
"May 15, 2018","1,576.12","1,587.81","1,587.80","1,565.22",5.08M
"May 14, 2018","1,601.54","1,604.00","1,611.18","1,600.05",2.51M
"May 11, 2018","1,602.91","1,610.99","1,611.10","1,597.89",2.26M
"May 10, 2018","1,609.08","1,608.47","1,615.60","1,603.44",2.82M
"May 09, 2018","1,608.00","1,600.00","1,608.00","1,592.00",3.64M
"May 08, 2018","1,592.39","1,595.00","1,596.88","1,582.51",3.07M
"May 07, 2018","1,600.14","1,589.34","1,606.95","1,587.83",3.80M
"May 04, 2018","1,580.95","1,562.45","1,584.90","1,562.19",3.44M
"May 03, 2018","1,572.08","1,560.01","1,574.80","1,546.02",4.25M
"May 02, 2018","1,569.68","1,580.98","1,588.50","1,566.36",4.36M
"May 01, 2018","1,582.26","1,563.22","1,585.00","1,552.18",4.57M
"Apr 30, 2018","1,566.13","1,582.50","1,596.00","1,560.94",5.46M
"Apr 27, 2018","1,572.62","1,634.01","1,638.10","1,567.39",13.05M
"Apr 26, 2018","1,517.96","1,485.01","1,529.42","1,478.50",8.80M
"Apr 25, 2018","1,460.17","1,458.00","1,469.99","1,415.02",6.59M
"Apr 24, 2018","1,460.09","1,535.80","1,539.50","1,448.45",7.49M
"Apr 23, 2018","1,517.86","1,546.69","1,548.00","1,503.41",4.47M
"Apr 20, 2018","1,527.49","1,561.20","1,561.20","1,516.09",5.54M
"Apr 19, 2018","1,556.91","1,543.22","1,568.52","1,539.06",6.52M
"Apr 18, 2018","1,527.84","1,514.65","1,533.80","1,504.11",5.23M
"Apr 17, 2018","1,503.83","1,462.30","1,507.19","1,457.02",5.11M
"Apr 16, 2018","1,441.50","1,445.00","1,447.00","1,427.48",2.81M
"Apr 13, 2018","1,430.79","1,449.13","1,459.78","1,424.52",3.69M
"Apr 12, 2018","1,448.50","1,439.50","1,452.12","1,435.06",3.14M
"Apr 11, 2018","1,427.05","1,439.44","1,448.78","1,424.89",3.58M
"Apr 10, 2018","1,436.22","1,431.99","1,438.38","1,415.70",4.28M
"Apr 09, 2018","1,406.08","1,425.03","1,438.48","1,402.57",4.21M
"Apr 06, 2018","1,405.23","1,429.97","1,452.50","1,400.26",5.88M
"Apr 05, 2018","1,451.75","1,441.99","1,459.56","1,427.07",6.41M
"Apr 04, 2018","1,410.57","1,358.24","1,415.39","1,352.88",6.98M
"Apr 03, 2018","1,392.05","1,391.38","1,414.00","1,355.33",10.23M
"Apr 02, 2018","1,371.99","1,417.62","1,421.36","1,355.00",10.46M
"Mar 29, 2018","1,447.34","1,406.00","1,455.47","1,365.20",12.58M
"Mar 28, 2018","1,431.42","1,447.00","1,455.90","1,386.17",13.71M
"Mar 27, 2018","1,497.05","1,572.40","1,575.96","1,482.32",7.00M
"Mar 26, 2018","1,555.86","1,530.00","1,556.99","1,499.25",5.62M
"Mar 23, 2018","1,495.56","1,539.01","1,549.02","1,495.36",8.01M
"Mar 22, 2018","1,544.92","1,565.47","1,573.85","1,542.40",6.32M
"Mar 21, 2018","1,581.86","1,586.45","1,590.00","1,563.17",4.75M
"Mar 20, 2018","1,586.51","1,550.34","1,587.00","1,545.41",4.58M
"Mar 19, 2018","1,544.93","1,554.53","1,561.66","1,525.35",6.58M
"Mar 16, 2018","1,571.68","1,583.45","1,589.44","1,567.50",5.43M
"Mar 15, 2018","1,582.32","1,595.00","1,596.91","1,578.11",4.07M
"Mar 14, 2018","1,591.00","1,597.00","1,606.44","1,590.89",4.26M
"Mar 13, 2018","1,588.18","1,615.96","1,617.54","1,578.01",6.53M
"Mar 12, 2018","1,598.39","1,592.60","1,605.33","1,586.70",5.17M
"Mar 09, 2018","1,578.89","1,563.50","1,578.94","1,559.08",4.53M
"Mar 08, 2018","1,551.86","1,550.00","1,554.88","1,545.25",3.86M
"Mar 07, 2018","1,545.00","1,526.52","1,545.90","1,522.51",4.17M
"Mar 06, 2018","1,537.64","1,533.20","1,542.13","1,528.00",4.56M
"Mar 05, 2018","1,523.61","1,494.24","1,525.38","1,481.00",5.23M
"Mar 02, 2018","1,500.25","1,469.10","1,501.05","1,455.01",6.59M
"Mar 01, 2018","1,493.45","1,513.60","1,518.49","1,465.00",6.84M
"Feb 28, 2018","1,512.45","1,519.51","1,528.70","1,512.00",4.52M
"Feb 27, 2018","1,511.98","1,524.50","1,526.78","1,507.21",4.81M
"Feb 26, 2018","1,521.95","1,509.20","1,522.84","1,507.00",4.95M
"Feb 23, 2018","1,500.00","1,495.34","1,500.00","1,486.50",4.42M
"Feb 22, 2018","1,485.34","1,495.36","1,502.54","1,475.76",4.86M
"Feb 21, 2018","1,482.92","1,485.00","1,503.49","1,478.92",6.30M
"Feb 20, 2018","1,468.35","1,446.49","1,488.77","1,446.49",6.50M
"Feb 16, 2018","1,448.69","1,457.37","1,465.80","1,446.56",4.47M
"Feb 15, 2018","1,461.76","1,466.89","1,468.94","1,436.84",5.65M
"Feb 14, 2018","1,451.05","1,406.25","1,452.06","1,403.36",5.96M
"Feb 13, 2018","1,414.51","1,385.93","1,419.72","1,383.53",5.92M
"Feb 12, 2018","1,386.23","1,364.67","1,393.81","1,344.01",6.74M
"Feb 09, 2018","1,339.60","1,373.49","1,383.50","1,265.93",14.14M
"Feb 08, 2018","1,350.50","1,429.67","1,433.75","1,349.94",8.58M
"Feb 07, 2018","1,416.78","1,449.00","1,460.99","1,415.15",7.16M
"Feb 06, 2018","1,442.84","1,361.46","1,443.99","1,351.79",11.07M
"Feb 05, 2018","1,390.00","1,402.62","1,458.98","1,320.72",11.49M
"Feb 02, 2018","1,429.95","1,477.39","1,498.00","1,414.00",11.13M
"Feb 01, 2018","1,390.00","1,445.00","1,459.88","1,385.14",9.11M
"Jan 31, 2018","1,450.89","1,451.30","1,472.58","1,450.04",6.42M
"Jan 30, 2018","1,437.82","1,403.17","1,439.25","1,392.00",5.87M
"Jan 29, 2018","1,417.68","1,409.18","1,431.39","1,400.44",5.70M
"Jan 26, 2018","1,402.05","1,392.01","1,402.53","1,380.91",4.86M
"Jan 25, 2018","1,377.95","1,368.00","1,378.34","1,357.62",4.75M
"Jan 24, 2018","1,357.51","1,374.82","1,388.16","1,338.00",6.81M
"Jan 23, 2018","1,362.54","1,338.09","1,364.90","1,337.34",5.17M
"Jan 22, 2018","1,327.31","1,297.17","1,327.45","1,296.66",4.14M
"Jan 19, 2018","1,294.58","1,312.00","1,313.00","1,292.99",4.58M
"Jan 18, 2018","1,293.32","1,293.95","1,304.60","1,284.02",4.03M
"Jan 17, 2018","1,295.00","1,312.24","1,314.00","1,280.88",5.25M
"Jan 16, 2018","1,304.86","1,323.00","1,339.94","1,292.30",7.22M
"Jan 12, 2018","1,305.20","1,273.39","1,305.76","1,273.39",5.44M
"Jan 11, 2018","1,276.68","1,259.74","1,276.77","1,256.46",3.13M
"Jan 10, 2018","1,254.33","1,245.15","1,254.33","1,237.23",2.69M
"Jan 09, 2018","1,252.70","1,256.90","1,259.33","1,241.76",3.66M
"Jan 08, 2018","1,246.87","1,236.00","1,253.08","1,232.03",4.28M
"Jan 05, 2018","1,229.14","1,217.51","1,229.14","1,210.00",3.54M
"Jan 04, 2018","1,209.59","1,205.00","1,215.87","1,204.66",3.02M
"Jan 03, 2018","1,204.20","1,188.30","1,205.49","1,188.30",3.11M
"Jan 02, 2018","1,189.01","1,172.00","1,190.00","1,170.51",2.69M
"Dec 29, 2017","1,169.47","1,182.35","1,184.00","1,167.50",2.69M
"Dec 28, 2017","1,186.10","1,189.00","1,190.10","1,184.38",1.84M
"Dec 27, 2017","1,182.26","1,179.91","1,187.29","1,175.61",1.87M
"Dec 26, 2017","1,176.76","1,168.36","1,178.32","1,160.55",2.01M
"Dec 22, 2017","1,168.36","1,172.08","1,174.62","1,167.83",1.59M
"Dec 21, 2017","1,174.76","1,175.90","1,179.17","1,167.64",2.12M
"Dec 20, 2017","1,177.62","1,190.50","1,191.00","1,176.00",2.37M
"Dec 19, 2017","1,187.38","1,189.15","1,192.97","1,179.14",2.59M
"Dec 18, 2017","1,190.58","1,187.37","1,194.78","1,180.91",2.95M
"Dec 15, 2017","1,179.14","1,179.03","1,182.75","1,169.33",4.78M
"Dec 14, 2017","1,174.26","1,163.71","1,177.93","1,162.45",3.21M
"Dec 13, 2017","1,164.13","1,170.00","1,170.87","1,160.27",2.62M
"Dec 12, 2017","1,165.08","1,166.51","1,173.60","1,161.61",2.24M
"Dec 11, 2017","1,168.92","1,164.60","1,169.90","1,157.00",2.36M
"Dec 08, 2017","1,162.00","1,170.40","1,172.79","1,157.10",3.05M
"Dec 07, 2017","1,159.79","1,156.59","1,163.19","1,151.00",2.51M
"Dec 06, 2017","1,152.35","1,137.99","1,155.89","1,136.08",2.85M
"Dec 05, 2017","1,141.57","1,128.26","1,159.27","1,124.74",4.08M
"Dec 04, 2017","1,133.95","1,173.85","1,175.20","1,128.00",5.93M
"Dec 01, 2017","1,162.35","1,172.05","1,179.65","1,152.00",4.11M
"Nov 30, 2017","1,176.75","1,167.10","1,178.57","1,160.00",4.51M
"Nov 29, 2017","1,161.27","1,194.80","1,194.80","1,145.19",9.26M
"Nov 28, 2017","1,193.60","1,204.88","1,205.34","1,188.52",4.56M
"Nov 27, 2017","1,195.83","1,202.66","1,213.41","1,191.15",6.74M
"Nov 24, 2017","1,186.00","1,160.70","1,186.84","1,160.70",3.53M
"Nov 22, 2017","1,156.16","1,141.00","1,160.27","1,141.00",3.56M
"Nov 21, 2017","1,139.49","1,132.86","1,140.00","1,128.20",2.48M
"Nov 20, 2017","1,126.31","1,129.77","1,133.42","1,122.55",2.16M
"Nov 17, 2017","1,129.88","1,138.28","1,138.80","1,125.81",2.41M
"Nov 16, 2017","1,137.29","1,130.16","1,138.16","1,130.05",2.21M
"Nov 15, 2017","1,126.69","1,127.01","1,131.75","1,121.63",3.93M
"Nov 14, 2017","1,136.84","1,130.11","1,138.00","1,123.89",3.14M
"Nov 13, 2017","1,129.17","1,123.00","1,139.90","1,122.34",2.92M
"Nov 10, 2017","1,125.35","1,126.10","1,131.75","1,124.06",2.18M
"Nov 09, 2017","1,129.13","1,125.96","1,129.62","1,115.77",3.73M
"Nov 08, 2017","1,132.88","1,122.82","1,135.54","1,119.11",2.58M
"Nov 07, 2017","1,123.17","1,124.74","1,130.60","1,117.50",2.69M
"Nov 06, 2017","1,120.66","1,109.15","1,125.41","1,108.77",3.38M
"Nov 03, 2017","1,111.60","1,091.15","1,112.68","1,088.52",3.75M
"Nov 02, 2017","1,094.22","1,097.81","1,101.93","1,086.87",3.68M
"Nov 01, 2017","1,103.68","1,105.40","1,108.97","1,096.74",3.76M
"Oct 31, 2017","1,105.28","1,109.00","1,110.54","1,101.12",3.48M
"Oct 30, 2017","1,110.85","1,095.01","1,122.79","1,093.56",6.61M
"Oct 27, 2017","1,100.95","1,058.14","1,105.58","1,050.55",16.57M
"Oct 26, 2017",972.43,980.33,982.90,968.55,5.62M
"Oct 25, 2017",972.91,978.00,984.44,966.24,3.03M
